"""MaStR-Nr. der Einheit""";Anzeige-Name der Einheit;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Inbetriebnahmedatum der EEG-Anlage;Coords;Wetter-ID
SEE951838515252;PoppenbÃ¼tteler Berg 138;18,48;18;01.06.2011;27.05.2020;Hamburg;22399;Hamburg;300.0;SÃ¼d;01.06.2011;[53.6638384, 10.0722229];4039
SEE995678669904;PoppenbÃ¼tteler Berg 100;18,48;18;01.06.2011;27.05.2020;Hamburg;22399;Hamburg;100.0;SÃ¼d;01.06.2011;[53.6638384, 10.0722229];4039
SEE984394531176;Julius Brecht 3;52,44;51;17.12.2010;27.05.2020;Hamburg;22609;Hamburg;300.0;SÃ¼d;17.12.2010;[53.558701, 9.850352];4039
SEE950811240266;Hausdach;3,36;3;07.11.2011;27.05.2020;Hamburg;21035;Hamburg;14.0;SÃ¼d;07.11.2011;[53.482356, 10.1714862];4039
SEE919113432038;Solar 5;4,3;4;25.05.2010;28.05.2020;Hamburg;22609;Hamburg;21.0;SÃ¼d;25.05.2010;[53.558701, 9.850352];4039
SEE966732642447;PV-Anlage Dach;1,02;1,02;27.09.2011;28.05.2020;Hamburg;22529;Hamburg;2.0;Ost;27.09.2011;[53.550341, 10.000654];4039
SEE949461740325;Hausdach SÃ¼d;2,1;2,1;06.06.1997;19.05.2020;Hamburg;22399;Hamburg;28.0;SÃ¼d;06.06.1997;[53.6638384, 10.0722229];4039
SEE919715440400;Hausdach W;7,2;7,2;03.03.2010;19.05.2020;Hamburg;22399;Hamburg;30.0;SÃ¼d-West;03.03.2010;[53.6638384, 10.0722229];4039
SEE909742012428;Hausdach;3,375;3,2;19.12.2006;19.05.2020;Hamburg;22549;Hamburg;15.0;SÃ¼d;19.12.2006;[53.5846012, 9.8593302];4039
SEE935397887890;Carport Moorfleeter Deich 112;5,4;2,2;30.09.2010;13.01.2021;Hamburg;22113;Hamburg;60.0;SÃ¼d;30.09.2010;[53.5342269, 10.1495386];4039
SEE971759631466;SolarPowerPlus BA9;5,16;5;23.03.2010;20.05.2020;Hamburg;22459;Hamburg;24.0;SÃ¼d;23.03.2010;[53.550341, 10.000654];4039
SEE991410078348;Unser Dach;4,52;4,52;21.11.2011;29.05.2020;Hamburg;22419;Hamburg;21.0;SÃ¼d;21.11.2011;[53.550341, 10.000654];4039
SEE998877422776;Waldorfseminar Hamburg;8,14;8,14;30.06.2010;29.05.2020;Hamburg;22083;Hamburg;37.0;SÃ¼d;30.06.2010;[53.550341, 10.000654];4039
SEE923019973021;Ellerneck;5,81;4,6;14.02.2008;29.05.2020;Hamburg;22045;Hamburg;27.0;SÃ¼d;14.02.2008;[53.5839495, 10.1308382];4039
SEE992057604020;Hausdach;9,24;9,24;12.12.2006;31.05.2020;Hamburg;21035;Hamburg;;SÃ¼d;12.12.2006;[53.482356, 10.1714862];4039
SEE935153494553;Hausdach;4,92;4,92;10.07.2009;31.05.2020;Hamburg;22145;Hamburg;24.0;SÃ¼d;10.07.2009;[53.6281342, 10.16261];4039
SEE986667244394;Dachsonne;2;2;16.12.2008;01.06.2020;Hamburg;22393;Hamburg;16.0;SÃ¼d;16.12.2008;[53.6477044, 10.1151804];4039
SEE903587748160;HausdachMW;5,04;5;17.12.2008;29.12.2020;Hamburg;20146;Hamburg;27.0;SÃ¼d;17.12.2008;[53.550341, 10.000654];4039
SEE988254777858;Palm_Stellmacherstr.;114;114;30.12.2010;02.06.2020;Hamburg;21129;Hamburg;1470.0;Ost;30.12.2010;[53.5259453, 9.8372267];4039
SEE925931111628;Schultze Neuenfelde;29,12;28,4;16.12.2011;03.06.2020;Hamburg;21129;Hamburg;112.0;Ost-West;16.12.2011;[53.5259453, 9.8372267];4039
SEE913200148499;Hausdach;3,22;3;04.12.2009;04.06.2020;Hamburg;22359;Hamburg;14.0;SÃ¼d-West;04.12.2009;[53.655975, 10.1629858];4039
SEE952425620489;Fabrikdach;39,6;39,6;20.03.2009;18.05.2021;Hamburg;22525;Hamburg;180.0;SÃ¼d;20.03.2009;[53.550341, 10.000654];4039
SEE983706357916;HDS4;30;6;19.12.2008;05.06.2020;Hamburg;21035;Hamburg;300.0;SÃ¼d-West;19.12.2008;[53.482356, 10.1714862];4039
SEE930206956545;Photovoltaikanlage L32;70;60;23.12.2011;04.06.2020;Hamburg;22113;Hamburg;280.0;Ost-West;23.12.2011;[53.5342269, 10.1495386];4039
SEE980972842658;Christian-Peter;1,02;1,02;06.12.2011;04.06.2020;Hamburg;22393;Hamburg;12.0;SÃ¼d-Ost;06.12.2011;[53.6477044, 10.1151804];4039
SEE999388683793;Solar-Innocentiastr.;3,375;3,375;10.12.2009;05.06.2020;Hamburg;20144;Hamburg;;SÃ¼d;10.12.2009;[53.550341, 10.000654];4039
SEE957910867554;Hausdach;4,32;3,5;29.04.2008;05.06.2020;Hamburg;22359;Hamburg;24.0;SÃ¼d;29.04.2008;[53.655975, 10.1629858];4039
SEE905480709415;Tesla-Smart;9,635;9;01.12.2009;05.06.2020;Hamburg;22147;Hamburg;41.0;SÃ¼d;01.12.2009;[53.6118613, 10.1375976];4039
SEE945597006298;Pultdach FWeg1;9,52;8;03.11.2010;05.06.2020;Hamburg;22337;Hamburg;55.0;SÃ¼d-West;03.11.2010;[53.550341, 10.000654];4039
SEE975691729618;HausdachPV;3,68;3,68;05.03.2009;06.06.2020;Hamburg;22393;Hamburg;16.0;SÃ¼d;05.03.2009;[53.6477044, 10.1151804];4039
SEE969223611922;PV Anlage HSS4;28,8;6,5;06.12.2008;06.06.2020;Hamburg;21129;Hamburg;25.0;Ost-West;06.12.2008;[53.5259453, 9.8372267];4039
SEE935758331338;Solaranlage_Dach;4,56;4;12.12.2008;06.06.2020;Hamburg;21033;Hamburg;24.0;SÃ¼d-West;12.12.2008;[53.5010368, 10.1796657];4039
SEE922440415704;Hausdach;7,2;7,2;29.03.2012;06.06.2020;Hamburg;22395;Hamburg;30.0;SÃ¼d;29.03.2012;[53.6667313, 10.1165789];4039
SEE945241097351;Twiete 22;8,61;7,1;27.07.2011;07.06.2020;Hamburg;21037;Hamburg;42.0;SÃ¼d-West;27.07.2011;[53.4351527, 10.1484351];4039
SEE914806647928;97850;2,14;2,14;15.07.2010;07.06.2020;Hamburg;21129;Hamburg;11.0;West;15.07.2010;[53.5259453, 9.8372267];4039
SEE968901452758;98250;6,45;6,45;16.05.2011;07.06.2020;Hamburg;21129;Hamburg;33.0;West;16.05.2011;[53.5259453, 9.8372267];4039
SEE921958040392;Hausdach NK2a;11,55;9,2;01.12.2006;07.06.2020;Hamburg;21129;Hamburg;66.0;SÃ¼d;01.12.2006;[53.5259453, 9.8372267];4039
SEE900092720001;Solaranlage Hausdach;4,8;4,8;29.06.1999;07.06.2020;Hamburg;21033;Hamburg;4.0;SÃ¼d-Ost;29.06.1999;[53.5010368, 10.1796657];4039
SEE981373849307;Solardach HH SÃ¼lldorf;3,04;3;19.12.2006;02.11.2020;Hamburg;22589;Hamburg;16.0;SÃ¼d;19.12.2006;[53.5780697, 9.8129384];4039
SEE909581302117;Hausdachanlage;7,92;7;26.11.2015;07.06.2020;Hamburg;22393;Hamburg;24.0;SÃ¼d-Ost;26.11.2015;[53.6477044, 10.1151804];4039
SEE915190670615;Peter-Christian;1,02;1,02;06.12.2011;08.06.2020;Hamburg;22393;Hamburg;12.0;SÃ¼d;06.12.2011;[53.6477044, 10.1151804];4039
SEE961974702577;SÃ¼ddach;4,62;3,5;11.03.2009;08.06.2020;Hamburg;22145;Hamburg;20.0;SÃ¼d;11.03.2009;[53.6281342, 10.16261];4039
SEE932010992153;Westdach;1,98;1,5;20.05.2009;08.06.2020;Hamburg;22145;Hamburg;9.0;West;20.05.2009;[53.6281342, 10.16261];4039
SEE992675838340;PV Anlage;17;16,5;06.12.2011;08.06.2020;Hamburg;21037;Hamburg;68.0;SÃ¼d;06.12.2011;[53.4351527, 10.1484351];4039
SEE963086297965;Hausdach12;4,9;4,9;09.08.2011;14.06.2020;Hamburg;22767;Hamburg;20.0;SÃ¼d;09.08.2011;[53.550341, 10.000654];4039
SEE961696128174;Dach;10,29;10;10.12.2007;09.06.2020;Hamburg;20099;Hamburg;54.0;SÃ¼d-West;10.12.2007;[53.550341, 10.000654];4039
SEE970449733428;Siegfried47@AOL.COM;5,52;5,4;30.09.2011;02.06.2020;Hamburg;21109;Hamburg;23.0;SÃ¼d-West;30.09.2011;[53.550341, 10.000654];4039
SEE965941765763;Hausdach;5,92;4;10.06.2010;09.06.2020;Hamburg;21075;Hamburg;32.0;SÃ¼d;10.06.2010;[53.550341, 10.000654];4039
SEE982873866030;159. PV HufnerstraÃe;13,16;12;10.10.2011;10.06.2020;Hamburg;22305;Hamburg;56.0;SÃ¼d;10.10.2011;[53.550341, 10.000654];4039
SEE980912816961;Bandenburger Str.18;188,75;187;13.12.2013;07.12.2020;Hamburg;20457;Hamburg;755.0;SÃ¼d;13.12.2013;[53.550341, 10.000654];4039
SEE998538559681;Schotstek_1;2,9;2,9;30.06.2010;10.06.2020;Hamburg;21129;Hamburg;13.0;SÃ¼d;30.06.2010;[53.5259453, 9.8372267];4039
SEE955811235069;Schotstek_2;6,58;6;22.12.2011;10.06.2020;Hamburg;21129;Hamburg;28.0;Ost-West;22.12.2011;[53.5259453, 9.8372267];4039
SEE970788909058;Dach;2,3;1,8;20.12.2007;11.06.2020;Hamburg;21077;Hamburg;11.0;SÃ¼d;20.12.2007;[53.550341, 10.000654];4039
SEE900670180579;Hans Heinrich OO;4,74;4,4;27.08.2009;11.06.2020;Hamburg;22523;Hamburg;28.0;SÃ¼d;27.08.2009;[53.611792, 9.8940385];4039
SEE959370700716;ABR960061185248;6,12;5;11.09.2013;11.06.2020;Hamburg;22395;Hamburg;24.0;SÃ¼d;11.09.2013;[53.6667313, 10.1165789];4039
SEE971906710143;PV-Hausdach;2,405;1,95;31.12.2009;11.06.2020;Hamburg;21129;Hamburg;13.0;SÃ¼d-Ost;31.12.2009;[53.5259453, 9.8372267];4039
SEE991620655957;Versuchsanlage N3.13;5,28;5,28;19.12.2008;11.06.2020;Hamburg;21033;Hamburg;24.0;SÃ¼d;19.12.2008;[53.5010368, 10.1796657];4039
SEE951470717151;Hausdach;2,04;2;12.10.1999;12.06.2020;Hamburg;22395;Hamburg;24.0;SÃ¼d-West;12.10.1999;[53.6667313, 10.1165789];4039
SEE901903976600;Hausdach;2,45;1,8;07.12.2006;12.06.2020;Hamburg;22587;Hamburg;14.0;SÃ¼d;07.12.2006;[53.5639997, 9.8092706];4039
SEE912499364573;PV-Hausdach;4,56;4,56;07.03.2012;12.06.2020;Hamburg;21129;Hamburg;;SÃ¼d;07.03.2012;[53.5259453, 9.8372267];4039
SEE906727589890;EDGE18a;2,01;2,01;25.09.2016;13.06.2020;Hamburg;21147;Hamburg;1.0;SÃ¼d;25.09.2016;[53.4781843, 9.8768076];4039
SEE969990683467;97930;6,2;6,2;01.01.2007;13.06.2020;Hamburg;21075;Hamburg;30.0;SÃ¼d-Ost;01.01.2007;[53.550341, 10.000654];4039
SEE948994095865;97524;1,2;1,2;01.01.2007;13.06.2020;Hamburg;21075;Hamburg;20.0;SÃ¼d-Ost;01.01.2007;[53.550341, 10.000654];4039
SEE989522682621;Hausdach;4,32;3,6;26.11.2013;14.06.2020;Hamburg;21149;Hamburg;18.0;SÃ¼d;26.11.2013;[53.467191, 9.8560631];4039
SEE943446861333;Sonnenbrand;15,48;14,2;08.10.2007;14.06.2020;Hamburg;22119;Hamburg;72.0;SÃ¼d;08.10.2007;[53.550341, 10.000654];4039
SEE974096598706;Dach;4,8;4,8;20.12.2011;18.06.2020;Hamburg;22527;Hamburg;20.0;SÃ¼d;21.12.2011;[53.550341, 10.000654];4039
SEE917925429727;Alsterdorfer StraÃe 462-464;24,8;20;14.10.2019;15.06.2020;Hamburg;22297;Hamburg;80.0;SÃ¼d-Ost;14.10.2019;[53.550341, 10.000654];4039
SEE951392694974;98363;1;1;05.10.2011;16.06.2020;Hamburg;21035;Hamburg;2.0;West;05.10.2011;[53.482356, 10.1714862];4039
SEE973813672408;PV-Anlage M3-4;15;12;07.12.2011;16.06.2020;Hamburg;20148;Hamburg;120.0;SÃ¼d-Ost;07.12.2011;[53.550341, 10.000654];4039
SEE917475679306;Carport Sonne;4,83;4,83;30.09.2010;17.06.2020;Hamburg;22045;Hamburg;21.0;SÃ¼d;30.09.2010;[53.5839495, 10.1308382];4039
SEE955368343729;Hausdach 1;6,36;6;19.11.2007;17.06.2020;Hamburg;22359;Hamburg;56.0;SÃ¼d-West;19.11.2007;[53.655975, 10.1629858];4039
SEE954008675626;Hausdach 2;3,9;3,9;19.11.2009;17.06.2020;Hamburg;22359;Hamburg;20.0;SÃ¼d-West;19.11.2009;[53.655975, 10.1629858];4039
SEE980643991517;Dach 3;5,04;5;17.10.2011;17.06.2020;Hamburg;22359;Hamburg;24.0;SÃ¼d-West;17.10.2011;[53.655975, 10.1629858];4039
SEE947381302944;Klubhaus;16,5;16,5;18.10.2018;11.12.2020;Hamburg;20359;Hamburg;60.0;SÃ¼d;18.10.2018;[53.550341, 10.000654];4039
SEE969956470698;Vordach;2,85;2,85;25.06.2010;19.06.2020;Hamburg;22547;Hamburg;15.0;SÃ¼d;25.06.2010;[53.5991257, 9.8775211];4039
SEE934873077237;Ott Energy;3,12;3;22.03.2010;19.06.2020;Hamburg;22159;Hamburg;13.0;SÃ¼d;22.03.2010;[53.615857, 10.1196276];4039
SEE916547132053;Solar;4,5;4,5;23.12.2009;19.06.2020;Hamburg;22455;Hamburg;;SÃ¼d;23.12.2009;[53.550341, 10.000654];4039
SEE990291809713;PV-Altengamme;8,55;8,55;25.06.2010;20.06.2020;Hamburg;21039;Hamburg;38.0;Ost;25.06.2010;[53.4513175, 10.2547253];1736
SEE947130492612;Solaranlage;9,6;9,6;26.06.2011;21.06.2020;Hamburg;22143;Hamburg;40.0;SÃ¼d;26.06.2011;[53.6065558, 10.1637302];4039
SEE989381591027;PV-Anlage;5,76;5,5;21.12.2011;21.06.2020;Hamburg;21129;Hamburg;24.0;SÃ¼d;21.12.2011;[53.5259453, 9.8372267];4039
SEE924685738037;Hausdach;4,18;4;18.10.2011;22.06.2020;Hamburg;21109;Hamburg;22.0;SÃ¼d;18.10.2011;[53.550341, 10.000654];4039
SEE935384992217;Hausdach;3,36;2,5;07.04.2010;22.06.2020;Hamburg;21035;Hamburg;16.0;SÃ¼d-Ost;07.04.2010;[53.482356, 10.1714862];4039
SEE988212444419;Andrea;5,4;5;14.06.2019;22.06.2020;Hamburg;21149;Hamburg;20.0;SÃ¼d;14.06.2019;[53.467191, 9.8560631];4039
SEE992034285624;Stall1;12,1;12,1;28.07.2011;22.06.2020;Hamburg;22179;Hamburg;230.0;SÃ¼d-Ost;28.07.2011;[53.550341, 10.000654];4039
SEE983863521441;PV-Anlage;4,08;4;28.06.2010;23.06.2020;Hamburg;22395;Hamburg;17.0;SÃ¼d;28.06.2010;[53.6667313, 10.1165789];4039
SEE968318333879;Solda;10,36;8;25.06.2010;24.06.2020;Hamburg;22179;Hamburg;56.0;SÃ¼d-Ost;25.06.2010;[53.550341, 10.000654];4039
SEE908197882396;Daedalus;4,14;4;24.06.2010;24.06.2020;Hamburg;22419;Hamburg;16.0;SÃ¼d;24.06.2010;[53.550341, 10.000654];4039
SEE976800236478;Tatenberg;10,14;10;15.12.2011;25.06.2020;Hamburg;21037;Hamburg;52.0;SÃ¼d-Ost;15.12.2011;[53.4351527, 10.1484351];4039
SEE909755376906;Photovoltaikanlagen;9,55;9,55;28.03.2013;25.06.2020;Hamburg;22339;Hamburg;40.0;SÃ¼d;28.03.2013;[53.550341, 10.000654];4039
SEE970488482332;Altengamme 333;2,1;1,55;20.12.2007;25.06.2020;Hamburg;21039;Hamburg;12.0;SÃ¼d;20.12.2007;[53.4513175, 10.2547253];1736
SEE915479481413;Hausdach;3;2,6;19.10.2007;29.06.2020;Hamburg;22457;Hamburg;14.0;SÃ¼d;19.10.2007;[53.6375593, 9.9110214];4039
SEE957803491453;Hausdach;10,56;9,225;17.12.2013;17.06.2020;Hamburg;22119;Hamburg;44.0;SÃ¼d-Ost;17.12.2013;[53.550341, 10.000654];4039
SEE907284733023;Garagendach;9,02;9,02;02.11.2006;17.06.2020;Hamburg;22119;Hamburg;48.0;SÃ¼d-Ost;02.11.2006;[53.550341, 10.000654];4039
SEE962048438965;Hausdach PV-Anlage;2,88;2,88;08.07.2009;27.06.2020;Hamburg;22117;Hamburg;16.0;SÃ¼d;08.07.2009;[53.5437641, 10.0099133];4039
SEE934436964042;Solarthermie STSW;9,36;9,2;23.05.2014;06.07.2020;Hamburg;21107;Hamburg;36.0;SÃ¼d;23.05.2014;[53.550341, 10.000654];4039
SEE979487386597;PV-Anlage;3,84;3,84;23.10.2019;29.06.2020;Hamburg;22549;Hamburg;12.0;West;23.10.2019;[53.5846012, 9.8593302];4039
SEE908766484020;Grindel;8,99;8;04.03.2016;29.06.2020;Hamburg;20144;Hamburg;3.0;SÃ¼d-West;04.03.2016;[53.550341, 10.000654];4039
SEE929398541004;Bramfelder Chaussee;9,86;9;30.06.2015;29.06.2020;Hamburg;22177;Hamburg;9.0;SÃ¼d-West;30.06.2015;[53.550341, 10.000654];4039
SEE937731207609;PV-Anlage;3,06;3,06;29.10.2010;29.06.2020;Hamburg;22175;Hamburg;36.0;SÃ¼d;29.10.2010;[53.6268746, 10.1015902];4039
SEE910077702830;PV Anita-Ree 31;3,28;3;15.11.2011;30.06.2020;Hamburg;21035;Hamburg;16.0;SÃ¼d;15.11.2011;[53.482356, 10.1714862];4039
SEE961274276273;BMW 38;9,2;9,2;10.06.2014;01.07.2020;Hamburg;20537;Hamburg;34.0;SÃ¼d;10.06.2014;[53.550341, 10.000654];4039
SEE910943597430;BW 5;8,77;8,77;22.12.2012;01.07.2020;Hamburg;22589;Hamburg;45.0;SÃ¼d-Ost;22.12.2012;[53.5780697, 9.8129384];4039
SEE957541835250;PV-Anlage;4,55;3,8;24.10.2007;23.06.2020;Hamburg;22145;Hamburg;26.0;SÃ¼d;24.10.2007;[53.6281342, 10.16261];4039
SEE948707061408;Hausdach;4,6;3,8;21.10.2009;02.07.2020;Hamburg;22391;Hamburg;20.0;SÃ¼d;21.10.2009;[53.550341, 10.000654];4039
SEE902619912258;Hausdach;1,58;1,58;03.04.2012;13.01.2021;Hamburg;22605;Hamburg;7.0;SÃ¼d;03.04.2012;[53.550341, 10.000654];4039
SEE927817444684;Hausdach;3,36;3,36;08.06.2010;04.07.2020;Hamburg;22399;Hamburg;16.0;SÃ¼d;08.06.2010;[53.6638384, 10.0722229];4039
SEE913205368267;Solen Energy;5,85;5;30.10.2012;04.07.2020;Hamburg;21033;Hamburg;30.0;SÃ¼d;30.10.2012;[53.5010368, 10.1796657];4039
SEE998831057969;Solarzellen Dach;3,06;2,5;20.07.2007;02.08.2020;Hamburg;21077;Hamburg;18.0;SÃ¼d;20.07.2007;[53.550341, 10.000654];4039
SEE900590294165;Hausdach;7,1;5;15.07.2015;05.07.2020;Hamburg;21039;Hamburg;26.0;West;15.07.2015;[53.4513175, 10.2547253];1736
SEE923975894651;Haus;5,2;5;08.12.2011;05.07.2020;Hamburg;22159;Hamburg;20.0;SÃ¼d-West;08.12.2011;[53.615857, 10.1196276];4039
SEE915749241501;Remstedtstr.;4,9;4;24.08.2004;05.07.2020;Hamburg;22143;Hamburg;28.0;SÃ¼d;24.08.2004;[53.6065558, 10.1637302];4039
SEE939014710363;PV Dach;6;6;11.10.2011;06.07.2020;Hamburg;21029;Hamburg;25.0;SÃ¼d;11.10.2011;[53.4868773, 10.2233996];1736
SEE946389332878;Hausdach;2,01;2,01;13.02.2016;06.07.2020;Hamburg;22395;Hamburg;6.0;SÃ¼d;13.02.2016;[53.6667313, 10.1165789];4039
SEE921857256993;ABR981203363614;5,31;4,6;17.08.2017;06.07.2020;Hamburg;21149;Hamburg;10.0;SÃ¼d;17.08.2017;[53.467191, 9.8560631];4039
SEE993882582392;Wohnhaus;4,41;3,5;22.09.2006;06.07.2020;Hamburg;21147;Hamburg;21.0;SÃ¼d-West;22.09.2006;[53.4781843, 9.8768076];4039
SEE969540510687;PV-NK-G6;22,464;22;28.06.2010;09.12.2020;Hamburg;21079;Hamburg;78.0;SÃ¼d;28.06.2010;[53.550341, 10.000654];4039
SEE947751568765;Tiefstack HS 1;29,28;20;22.08.2018;09.07.2020;Hamburg;20539;Hamburg;78.0;SÃ¼d;22.08.2018;[53.550341, 10.000654];4039
SEE959243937317;PV Anlage;6,12;6,12;28.01.2008;09.07.2020;Hamburg;21079;Hamburg;;SÃ¼d;28.01.2008;[53.550341, 10.000654];4039
SEE977665225164;Dach;4,9;4,9;20.12.2011;09.07.2020;Hamburg;22395;Hamburg;20.0;SÃ¼d-Ost;20.12.2011;[53.6667313, 10.1165789];4039
SEE969422004068;Hausdach Hummel;5,1;5,1;10.03.2015;10.07.2020;Hamburg;22339;Hamburg;20.0;SÃ¼d-West;10.03.2015;[53.550341, 10.000654];4039
SEE962773367776;Carport;1,44;1,44;26.07.2011;10.07.2020;Hamburg;22457;Hamburg;6.0;SÃ¼d-Ost;26.07.2011;[53.6375593, 9.9110214];4039
SEE985146883130;Dachanlage;1,8;1,8;30.10.2008;11.07.2020;Hamburg;22397;Hamburg;29.0;SÃ¼d-Ost;30.10.2008;[53.6922599, 10.1080226];4039
SEE956686685584;SonnenfÃ¤nger;11,61;11,61;03.09.2011;12.07.2020;Hamburg;22589;Hamburg;49.0;SÃ¼d;03.09.2011;[53.5780697, 9.8129384];4039
SEE958318603386;Cottaweg;4,05;4;23.09.2010;12.07.2020;Hamburg;22117;Hamburg;18.0;SÃ¼d;23.09.2010;[53.5437641, 10.0099133];4039
SEE936471547204;Aufdach-PV-Anlage 21147E47;5,46;5;17.06.2010;12.07.2020;Hamburg;21147;Hamburg;26.0;SÃ¼d;17.06.2010;[53.4781843, 9.8768076];4039
SEE968586972817;PV 1;10,07;10;05.05.2011;14.07.2020;Hamburg;21037;Hamburg;53.0;SÃ¼d-Ost;05.05.2011;[53.4351527, 10.1484351];4039
SEE932928344631;Hausdach;9,54;9,54;22.01.2019;15.07.2020;Hamburg;22043;Hamburg;36.0;Ost-West;22.01.2019;[53.550341, 10.000654];4039
SEE949795465918;Solarmarktstamm;1,1;0,85;14.02.1997;17.07.2020;Hamburg;22419;Hamburg;10.0;SÃ¼d;14.02.1997;[53.550341, 10.000654];4039
SEE922125718656;Hausdach;2;2;09.12.1997;17.07.2020;Hamburg;21147;Hamburg;40.0;SÃ¼d;09.12.1997;[53.4781843, 9.8768076];4039
SEE951205324630;1000DÃ¤cher-Programm 1998;2,4;2,4;17.06.1998;17.07.2020;Hamburg;22455;Hamburg;;SÃ¼d-West;17.06.1998;[53.550341, 10.000654];4039
SEE986180812711;200 DÃ¤cher;1,92;1,92;24.07.1997;17.07.2020;Hamburg;22417;Hamburg;16.0;SÃ¼d;24.07.1997;[53.6704119, 10.0270286];4039
SEE999085467542;Photovoltaikanlage;3,46;3,46;07.01.2004;17.07.2020;Hamburg;22143;Hamburg;20.0;SÃ¼d;07.01.2004;[53.6065558, 10.1637302];4039
SEE916698772085;Lang-Strom;1,89;1,89;27.04.2006;17.07.2020;Hamburg;21035;Hamburg;9.0;SÃ¼d-West;27.04.2006;[53.482356, 10.1714862];4039
SEE987948970742;Hausdach;2,4;2,4;19.02.2001;17.07.2020;Hamburg;22559;Hamburg;20.0;SÃ¼d;19.02.2001;[53.58054, 9.7559251];4039
SEE983355818226;Hausdach;2,28;2,28;23.12.2004;17.07.2020;Hamburg;22159;Hamburg;13.0;SÃ¼d;23.12.2004;[53.615857, 10.1196276];4039
SEE992349278144;Solaranlage Hausdach HEW;1,98;1,98;22.09.1997;17.07.2020;Hamburg;22419;Hamburg;16.0;SÃ¼d;22.09.1997;[53.550341, 10.000654];4039
SEE955984957225;Sandort;8,28;6;15.10.1999;17.07.2020;Hamburg;22549;Hamburg;72.0;SÃ¼d;15.10.1999;[53.5846012, 9.8593302];4039
SEE933834263481;Hausdach;1,92;1,92;10.09.1997;17.07.2020;Hamburg;22419;Hamburg;16.0;SÃ¼d-West;10.09.1997;[53.550341, 10.000654];4039
SEE981537704350;JJ;1,2;1,2;21.06.1991;17.07.2020;Hamburg;22769;Hamburg;24.0;SÃ¼d-Ost;21.06.1991;[53.550341, 10.000654];4039
SEE979243900685;96664;2,16;2,16;06.08.1997;17.07.2020;Hamburg;22175;Hamburg;24.0;SÃ¼d;06.08.1997;[53.6268746, 10.1015902];4039
SEE915760304223;Hausdach;2,1;2;13.06.1997;17.07.2020;Hamburg;22399;Hamburg;28.0;SÃ¼d;13.06.1997;[53.6638384, 10.0722229];4039
SEE947987789842;Flachdach;4,8;4,8;28.05.1998;17.07.2020;Hamburg;22769;Hamburg;48.0;SÃ¼d-Ost;28.05.1998;[53.550341, 10.000654];4039
SEE974012979718;Hausdach;2,16;2;14.11.1997;17.07.2020;Hamburg;22397;Hamburg;24.0;SÃ¼d;14.11.1997;[53.6922599, 10.1080226];4039
SEE917194441444;Hausdach 1,9;1,96;1,96;10.11.1998;17.07.2020;Hamburg;22587;Hamburg;56.0;SÃ¼d;10.11.1998;[53.5639997, 9.8092706];4039
SEE926266064467;96663;2;1,95;14.08.1997;17.07.2020;Hamburg;22145;Hamburg;20.0;SÃ¼d;14.08.1997;[53.6281342, 10.16261];4039
SEE920344209191;Stromzuhause;1,59;1,4;03.11.1993;17.07.2020;Hamburg;22297;Hamburg;24.0;SÃ¼d;03.11.1993;[53.550341, 10.000654];4039
SEE969244881076;Hausdach 1,4;1,435;1,435;13.11.1998;17.07.2020;Hamburg;22587;Hamburg;41.0;SÃ¼d;13.11.1998;[53.5639997, 9.8092706];4039
SEE947420424538;Hausdach;2;2;11.08.1997;17.07.2020;Hamburg;22149;Hamburg;20.0;SÃ¼d;11.08.1997;[53.5919645, 10.1620723];4039
SEE954279782047;Dach;3,24;2,5;23.05.2005;17.07.2020;Hamburg;22359;Hamburg;36.0;SÃ¼d-Ost;23.05.2005;[53.655975, 10.1629858];4039
SEE956227541539;Hausdach;3,3;3;20.09.2002;17.07.2020;Hamburg;22399;Hamburg;30.0;SÃ¼d-West;20.09.2002;[53.6638384, 10.0722229];4039
SEE986806244483;Hausdach;4,8;4,8;08.07.1998;17.07.2020;Hamburg;22459;Hamburg;;SÃ¼d;08.07.1998;[53.550341, 10.000654];4039
SEE940654220006;Solar-Q;1,15;1,15;26.09.1995;17.07.2020;Hamburg;22175;Hamburg;24.0;SÃ¼d;26.09.1995;[53.6268746, 10.1015902];4039
SEE949511892974;ABR951480549537;2;0,85;27.08.1997;17.07.2020;Hamburg;21077;Hamburg;;SÃ¼d;27.08.1997;[53.550341, 10.000654];4039
SEE965946927432;Hausdach;4,93;4,93;22.09.2011;17.07.2020;Hamburg;22523;Hamburg;22.0;SÃ¼d-West;22.09.2011;[53.611792, 9.8940385];4039
SEE910164981254;Aufdachanlage;4,68;4,6;17.11.2006;17.07.2020;Hamburg;21033;Hamburg;26.0;SÃ¼d;17.11.2006;[53.5010368, 10.1796657];4039
SEE953878146038;Hausdach;3,08;2,6;29.11.2004;18.07.2020;Hamburg;22399;Hamburg;28.0;SÃ¼d;29.11.2004;[53.6638384, 10.0722229];4039
SEE904409393049;Dach;1,936;1,936;15.07.1997;18.07.2020;Hamburg;21035;Hamburg;;SÃ¼d-Ost;15.07.1997;[53.482356, 10.1714862];4039
