ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor
PR3_SEG_301;Segeberg,Plön;-;Bornhöved,Gönnebek,Rendswühren;-;197.6;0.0;-;-;[54.064649, 10.2235392];[0, 0]
PR3_SEG_302;Segeberg,Plön;Segeberg,Plön;Gönnebek,Groß Kummerfeld,Rendswühren;Gönnebek,Groß Kummerfeld;343.5;163.4;-;-;[0, 0];[0, 0]
PR3_SEG_303;Segeberg;-;Heidmühlen,Latendorf,Rickling;-;174.9;0.0;-;-;[53.991204, 10.105119];[0, 0]
PR3_SEG_304;Segeberg;-;Großenaspe,Hardebek;-;62.1;0.0;-;-;[53.9809611, 9.9186235];[0, 0]
PR3_SEG_306;Segeberg;Segeberg;Armstedt,Hardebek,Wiemersdorf;Armstedt;188.2;23. Jan;-;-;[53.9719826, 9.8750091];[53.9698863, 9.8516456]
PR3_SEG_307;Segeberg;-;Negernbötel;-;18. Aug;0.0;-;-;[53.9830727, 10.2494962];[0, 0]
PR3_SEG_309;Segeberg;Segeberg;Rickling,Wahlstedt;Rickling,Wahlstedt;127.9;64.4;-;-;[53.9793097, 10.1898692];[53.9793097, 10.1898692]
PR3_SEG_310;Segeberg;-;Bark,Heidmühlen;-;35.1;0.0;-;-;[53.9415805, 10.1337058];[0, 0]
PR3_SEG_311;Segeberg;-;Heidmühlen;-;16.0;0.0;-;-;[53.9721076, 10.0847274];[0, 0]
PR3_SEG_312;Segeberg;-;Fahrenkrug,Wittenborn;-;66.1;0.0;-;-;[53.9346518, 10.2383943];[0, 0]
PR3_SEG_314;Segeberg;-;Großenaspe;-;71.9;0.0;-;-;[53.9737843, 9.9687538];[0, 0]
PR3_SEG_315;Segeberg;-;Großenaspe;-;40.2;0.0;-;-;[53.9737843, 9.9687538];[0, 0]
PR3_SEG_316;Segeberg;-;Großenaspe;-;142.4;0.0;-;-;[53.9737843, 9.9687538];[0, 0]
PR3_SEG_317;Segeberg;-;Bimöhlen;-;93.3;0.0;-;-;[53.9366307, 9.9533923];[0, 0]
PR3_SEG_318;Segeberg;Segeberg;Bimöhlen,Hasenmoor;Bimöhlen;176.6;50.1;-;-;[53.9182019, 9.9671677];[53.9366307, 9.9533923]
PR3_SEG_319;Segeberg;-;Bad Bramstedt;-;46.8;0.0;-;-;[53.9167, 9.88333];[0, 0]
PR3_SEG_320;Segeberg;-;Hasenmoor;-;21. Aug;0.0;-;-;[53.8997732, 9.9809431];[0, 0]
PR3_SEG_321;Segeberg;-;Bark,Todesfelde;-;174.2;0.0;-;-;[53.9029532, 10.1818452];[0, 0]
PR3_SEG_322;Segeberg;-;Hartenholm,Struvenhütten,Todesfelde;-;177.1;0.0;-;-;[53.8863977, 10.098374];[0, 0]
PR3_SEG_323;Segeberg;Segeberg;Hartenholm,Hasenmoor,Schmalfeld,Struvenhütten;Hasenmoor,Struvenhütten;183.6;43.5;-;-;[53.8848308, 10.019502];[53.8819596, 10.0174938]
PR3_SEG_324;Segeberg;-;Bad Bramstedt,Lentföhrden,Schmalfeld;-;56.0;0.0;-;-;[53.8883228, 9.917279];[0, 0]
PR3_SEG_325;Segeberg;-;Lentföhrden;-;28. Mai;0.0;-;-;[53.8730585, 9.885558];[0, 0]
PR3_SEG_326;Segeberg;-;Heidmoor;-;17.0;0.0;-;-;[53.8669174, 9.8168026];[0, 0]
PR3_SEG_327;Segeberg;Segeberg;Heidmoor,Lentföhrden,Nützen;Heidmoor,Lentföhrden,Nützen;307.2;73.9;WKA in Betrieb;WKA in Betrieb;[53.8684447, 9.8743805];[53.8684447, 9.8743805]
PR3_SEG_328;Segeberg,Pinneberg;-;Alveslohe,Bilsen,Ellerau;-;91.8;0.0;-;-;[0, 0];[0, 0]
PR3_SEG_329;Segeberg;-;Oering,Seth;-;28. Apr;0.0;-;-;[53.836877, 10.1621526];[0, 0]
PR3_SEG_330;Segeberg;-;Nahe;-;60.9;0.0;-;-;[53.7942267, 10.13793];[0, 0]
PR3_SEG_331;Segeberg;-;Itzstedt,Sülfeld;-;17. Jul;0.0;-;-;[53.8036558, 10.1938697];[0, 0]
PR3_SEG_332;Segeberg;-;Groß Niendorf,Sülfeld,Travenbrück;-;127.7;0.0;-;-;[53.8238853, 10.2380866];[0, 0]
PR3_SEG_333;Segeberg;-;Sülfeld;-;20. Jul;0.0;-;-;[53.8003225, 10.2311878];[0, 0]
PR3_SEG_335;Segeberg;-;Norderstedt;-;74.9;0.0;-;-;[53.7089898, 9.9891914];[0, 0]
PR3_SEG_401;Segeberg;-;Bad Bramstedt,Bimöhlen;-;23. Sep;0.0;-;-;[53.9266654, 9.9183612];[0, 0]
PR3_SEG_402;Segeberg;-;Nützen;-;16. Aug;0.0;-;-;[53.8653583, 9.9207809];[0, 0]
PR3_SEG_403;Segeberg;-;Henstedt-Ulzburg,Wakendorf II;-;32.6;0.0;-;-;[53.7873673, 10.0314477];[0, 0]
PR3_SEG_404;Segeberg;-;Kisdorf;-;21. Mai;0.0;-;-;[53.8103523, 10.0101077];[0, 0]
PR3_SEG_405;Segeberg;-;Kisdorf,Oering,Sievershütten;-;27. Aug;0.0;-;-;[53.8267457, 10.0907767];[0, 0]
PR3_SEG_406;Segeberg;-;Geschendorf,Schieren,Westerrade;-;67.8;0.0;-;-;[53.9335304, 10.4315712];[0, 0]
PR3_SEG_407;Segeberg;-;Pronstorf,Westerrade;-;15. Mai;0.0;-;-;[53.9463481, 10.4652462];[0, 0]
PR3_SEG_501;Segeberg;-;Henstedt-Ulzburg;-;18. Feb;0.0;-;-;[53.7926888, 9.9808134];[0, 0]
PR3_SEG_601;Segeberg;-;Sülfeld;-;69.1;0.0;-;-;[53.8003225, 10.2311878];[0, 0]
PR1_SLF_001;Schleswig-Flensburg;Schleswig-Flensburg;Böxlund,Jardelund,Weesby;Böxlund,Jardelund,Weesby;159.6;159.6;-;-;[54.8352473, 9.1809374];[54.8352473, 9.1809374]
PR1_SLF_002;Schleswig-Flensburg;-;Böxlund,Weesby;-;34.4;0.0;-;-;[54.8349748, 9.1658544];[0, 0]
PR1_SLF_003;Schleswig-Flensburg;Schleswig-Flensburg;Jardelund;Jardelund;264.6;198.8;-;-;[54.8357922, 9.2111032];[54.8357922, 9.2111032]
PR1_SLF_004;Schleswig-Flensburg;Schleswig-Flensburg;Weesby;Weesby;25. Jan;24. Aug;WKA in Betrieb;WKA in Betrieb;[54.8308228, 9.1519667];[54.8308228, 9.1519667]
PR1_SLF_005;Schleswig-Flensburg;-;Weesby;-;71.3;0.0;-;-;[54.8308228, 9.1519667];[0, 0]
PR1_SLF_006;Schleswig-Flensburg;-;Langballig,Munkbrarup,Ringsberg;-;43.4;0.0;-;-;[54.8003612, 9.6084165];[0, 0]
PR1_SLF_009;Schleswig-Flensburg;-;Handewitt;-;65.5;0.0;-;-;[54.7568187, 9.3251444];[0, 0]
PR1_SLF_011;Schleswig-Flensburg;Schleswig-Flensburg;Holt,Medelby,Osterby,Schafflund,Wallsbüll;Medelby,Osterby;374.8;96.2;WKA in Betrieb;WKA in Betrieb;[54.7913635, 9.1919431];[54.8058413, 9.1945804]
PR1_SLF_012;Schleswig-Flensburg;Schleswig-Flensburg;Handewitt,Wallsbüll;Handewitt,Wallsbüll;40.6;40.6;-;-;[54.7661523, 9.2819066];[54.7661523, 9.2819066]
PR1_SLF_013;Schleswig-Flensburg;-;Maasbüll;-;15. Sep;0.0;-;-;[54.7764605, 9.5265259];[0, 0]
PR1_SLF_014;Schleswig-Flensburg;-;Handewitt,Wallsbüll;-;56.6;0.0;-;-;[54.7661523, 9.2819066];[0, 0]
PR1_SLF_015;Schleswig-Flensburg;-;Maasbüll;-;16. Jan;0.0;-;-;[54.7764605, 9.5265259];[0, 0]
PR1_SLF_017;Schleswig-Flensburg;Schleswig-Flensburg;Grundhof,Husby;Grundhof;29. Jul;23. Mrz;-;-;[54.7696688, 9.6162275];[54.7733762, 9.6538672]
PR1_SLF_018;Schleswig-Flensburg;-;Handewitt,Wallsbüll;-;131.3;0.0;-;-;[54.7661523, 9.2819066];[0, 0]
PR1_SLF_019;Schleswig-Flensburg;Schleswig-Flensburg;Dollerup;Dollerup;32.9;32.9;WKA in Betrieb;WKA in Betrieb;[54.7796222, 9.6804655];[54.7796222, 9.6804655]
PR1_SLF_020;Schleswig-Flensburg;-;Hürup,Tastrup;-;61.5;0.0;-;-;[54.7568561, 9.502375];[0, 0]
PR1_SLF_021;Schleswig-Flensburg;Schleswig-Flensburg;Schafflund;Schafflund;83.9;83.9;WKA in Betrieb;WKA in Betrieb;[54.7586324, 9.1846823];[54.7586324, 9.1846823]
PR1_SLF_022;Schleswig-Flensburg;-;Hörup;-;43.4;0.0;-;-;[54.7447487, 9.1033911];[0, 0]
PR1_SLF_023;Schleswig-Flensburg;-;Hürup;-;103.4;0.0;-;-;[54.7490104, 9.5268239];[0, 0]
PR1_SLF_025;Schleswig-Flensburg;-;Sörup;-;29. Jun;0.0;-;-;[54.7169361, 9.6673591];[0, 0]
PR1_SLF_026;Schleswig-Flensburg;-;Kronsgaard;-;26. Sep;0.0;-;-;[54.7354908, 9.9658761];[0, 0]
PR1_SLF_027;Schleswig-Flensburg;-;Hörup,Nordhackstedt,Schafflund;-;161.3;0.0;-;-;[54.7455172, 9.1518115];[0, 0]
PR1_SLF_028;Schleswig-Flensburg;Schleswig-Flensburg;Meyn,Nordhackstedt;Meyn,Nordhackstedt;46.2;46.2;WKA in Betrieb;WKA in Betrieb;[54.7454719, 9.1945229];[54.7454719, 9.1945229]
PR1_SLF_029;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe,Handewitt,Lindewitt,Meyn;Großenwiehe,Handewitt,Meyn;406.0;316.5;-;-;[54.7284243, 9.2480143];[54.7387883, 9.2656592]
PR1_SLF_030;Schleswig-Flensburg;-;Stangheck;-;42.5;0.0;-;-;[54.713956, 9.8602904];[0, 0]
PR1_SLF_031;Schleswig-Flensburg;Schleswig-Flensburg;Sörup;Sörup;87.5;67.5;-;-;[54.7169361, 9.6673591];[54.7169361, 9.6673591]
PR1_SLF_032;Schleswig-Flensburg;-;Niesgrau,Sterup;-;31.0;0.0;-;-;[54.7359132, 9.7762855];[0, 0]
PR1_SLF_033;Schleswig-Flensburg;-;Lindewitt;-;34.5;0.0;-;-;[54.6973324, 9.1950795];[0, 0]
PR1_SLF_034;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt,Nordhackstedt;Lindewitt,Nordhackstedt;62.2;45.4;WKA in Betrieb;WKA in Betrieb;[54.7152515, 9.1812204];[54.7152515, 9.1812204]
PR1_SLF_035;Schleswig-Flensburg;Schleswig-Flensburg;Hörup,Nordhackstedt;Hörup,Nordhackstedt;175.5;175.5;WKA in Betrieb;WKA in Betrieb;[54.7389596, 9.1353761];[54.7389596, 9.1353761]
PR1_SLF_036;Schleswig-Flensburg;-;Freienwill,Oeversee;-;88.5;0.0;-;-;[54.7138942, 9.4638205];[0, 0]
PR1_SLF_037;Schleswig-Flensburg;-;Handewitt,Oeversee;-;95.3;0.0;-;-;[54.7282648, 9.3787754];[0, 0]
PR1_SLF_038;Schleswig-Flensburg;-;Handewitt,Oeversee;-;79.8;0.0;-;-;[54.7282648, 9.3787754];[0, 0]
PR1_SLF_039;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe,Handewitt;Großenwiehe,Handewitt;350.6;165.5;-;-;[54.7292959, 9.2876465];[54.7292959, 9.2876465]
PR1_SLF_040;Schleswig-Flensburg;Schleswig-Flensburg;Hörup,Lindewitt;Hörup;154.7;72.2;-;-;[54.7210405, 9.1492353];[54.7447487, 9.1033911]
PR1_SLF_041;Schleswig-Flensburg;-;Großenwiehe,Lindewitt;-;29.0;0.0;-;-;[54.6995527, 9.2226141];[0, 0]
PR1_SLF_042;Schleswig-Flensburg;-;Stangheck,Stoltebüll;-;24. Mrz;0.0;-;-;[54.7070736, 9.8697583];[0, 0]
PR1_SLF_043;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt,Nordhackstedt;Lindewitt,Nordhackstedt;101.2;49.9;WKA in Betrieb;WKA in Betrieb;[54.7152515, 9.1812204];[54.7152515, 9.1812204]
PR1_SLF_044;Schleswig-Flensburg;-;Großsolt,Mittelangeln;-;31. Jan;0.0;-;-;[54.6883819, 9.5567286];[0, 0]
PR1_SLF_045;Schleswig-Flensburg;-;Lindewitt;-;58.2;0.0;-;-;[54.6973324, 9.1950795];[0, 0]
PR1_SLF_046;Schleswig-Flensburg;-;Lindewitt;-;85.9;0.0;-;-;[54.6973324, 9.1950795];[0, 0]
PR1_SLF_047;Schleswig-Flensburg;-;Sörup;-;21. Aug;0.0;-;-;[54.7169361, 9.6673591];[0, 0]
PR1_SLF_048;Schleswig-Flensburg;-;Handewitt,Wanderup;-;47.9;0.0;-;-;[54.7234594, 9.3298896];[0, 0]
PR1_SLF_049;Schleswig-Flensburg;-;Ahneby,Sörup,Sterup;-;40.8;0.0;-;-;[54.7158368, 9.7129334];[0, 0]
PR1_SLF_051;Schleswig-Flensburg;Schleswig-Flensburg;Hasselberg,Rabenholz;Hasselberg,Rabenholz;21. Jul;21. Jul;-;-;[54.7189106, 9.9408886];[54.7189106, 9.9408886]
PR1_SLF_052;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt;Lindewitt;103.2;45.1;-;WKA in Betrieb;[54.6973324, 9.1950795];[54.6973324, 9.1950795]
PR1_SLF_053;Schleswig-Flensburg;-;Großenwiehe,Wanderup;-;53.4;0.0;-;-;[54.6959366, 9.2923918];[0, 0]
PR1_SLF_054;Schleswig-Flensburg;-;Handewitt,Oeversee,Tarp,Wanderup;-;36.0;0.0;-;-;[54.7027028, 9.3737177];[0, 0]
PR1_SLF_055;Schleswig-Flensburg;-;Großenwiehe,Wanderup;-;63.5;0.0;-;-;[54.6959366, 9.2923918];[0, 0]
PR1_SLF_056;Schleswig-Flensburg;-;Mohrkirch,Rügge,Sterup;-;62.9;0.0;-;-;[54.6968331, 9.7394149];[0, 0]
PR1_SLF_058;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe,Wanderup;Großenwiehe,Wanderup;357.4;329.0;-;-;[54.6959366, 9.2923918];[54.6959366, 9.2923918]
PR1_SLF_059;Schleswig-Flensburg;Schleswig-Flensburg;Jerrishoe,Wanderup;Jerrishoe;233.7;107.4;WKA in Betrieb;WKA in Betrieb;[54.6735264, 9.3523926];[54.6569528, 9.3701504]
PR1_SLF_060;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe,Lindewitt;Großenwiehe,Lindewitt;75.6;43.4;WKA in Betrieb;WKA in Betrieb;[54.6995527, 9.2226141];[54.6995527, 9.2226141]
PR1_SLF_061;Schleswig-Flensburg;-;Oersberg,Rabenkirchen-Faulück;-;43.2;0.0;-;-;[54.6567187, 9.8585183];[0, 0]
PR1_SLF_062;Schleswig-Flensburg;-;Havetoft,Sieverstedt;-;109.4;0.0;-;-;[54.6465696, 9.4956827];[0, 0]
PR1_SLF_063;Schleswig-Flensburg;-;Brodersby,Kappeln;-;111.4;0.0;-;-;[54.6006182, 9.8162524];[0, 0]
PR1_SLF_064;Schleswig-Flensburg;-;Janneby,Wanderup;-;64.0;0.0;-;-;[54.6575648, 9.3187434];[0, 0]
PR1_SLF_065;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek,Janneby,Jerrishoe,Wanderup;Janneby,Wanderup;407.3;188.0;WKA in Betrieb;WKA in Betrieb;[54.648433, 9.3402179];[54.6575648, 9.3187434]
PR1_SLF_066;Schleswig-Flensburg;Schleswig-Flensburg;Sieverstedt,Tarp;Sieverstedt,Tarp;81.1;81.1;WKA in Betrieb;WKA in Betrieb;[54.6536782, 9.4384658];[54.6536782, 9.4384658]
PR1_SLF_067;Schleswig-Flensburg;-;Grödersby,Rabenkirchen-Faulück;-;60.3;0.0;-;-;[54.6377849, 9.8964421];[0, 0]
PR1_SLF_068;Schleswig-Flensburg;-;Janneby;-;37.1;0.0;-;-;[54.6250294, 9.3028521];[0, 0]
PR1_SLF_069;Schleswig-Flensburg;Schleswig-Flensburg;Klappholz,Mittelangeln;Klappholz,Mittelangeln;20. Jul;20. Jul;WKA in Betrieb;WKA in Betrieb;[54.6486276, 9.566885];[54.6486276, 9.566885]
PR1_SLF_070;Schleswig-Flensburg;Schleswig-Flensburg;Jörl,Löwenstedt,Sollwitt;Jörl,Löwenstedt,Sollwitt;119.3;37.2;-;-;[54.6055183, 9.2336294];[54.6055183, 9.2336294]
PR1_SLF_071;Schleswig-Flensburg;-;Boren,Dollrottfeld;-;26. Sep;0.0;-;-;[54.6265406, 9.8200584];[0, 0]
PR1_SLF_072;Schleswig-Flensburg;-;Brebel,Nottfeld,Süderbrarup;-;29. Sep;0.0;WKA in Betrieb;-;[54.6275909, 9.7533011];[0, 0]
PR1_SLF_073;Schleswig-Flensburg;-;Struxdorf;-;31. Aug;0.0;-;-;[54.6311599, 9.6402565];[0, 0]
PR1_SLF_074;Schleswig-Flensburg;Schleswig-Flensburg;Uelsby;Uelsby;27. Apr;19. Jul;-;-;[54.6316476, 9.5991061];[54.6316476, 9.5991061]
PR1_SLF_075;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek,Janneby;Janneby;197.6;122.0;-;-;[54.6233395, 9.3280431];[54.6250294, 9.3028521]
PR1_SLF_076;Schleswig-Flensburg;-;Klappholz,Sieverstedt;-;89.6;0.0;-;-;[54.6320662, 9.5049843];[0, 0]
PR1_SLF_077;Schleswig-Flensburg;-;Boren;-;33.4;0.0;-;-;[54.6144603, 9.8193839];[0, 0]
PR1_SLF_078;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Langstedt,Sieverstedt,Tarp;Langstedt,Sieverstedt,Tarp;312.6;123.7;-;-;[54.6289393, 9.4203447];[54.6412093, 9.4207735]
PR1_SLF_080;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Sieverstedt,Stolk;Sieverstedt,Stolk;147.9;90.5;-;-;[54.6112964, 9.4782929];[54.62088, 9.5079104]
PR1_SLF_081;Schleswig-Flensburg;Schleswig-Flensburg;Tolk,Twedt;Tolk,Twedt;72.2;72.2;WKA in Betrieb;WKA in Betrieb;[54.5880583, 9.6581822];[54.5880583, 9.6581822]
PR1_SLF_082;Schleswig-Flensburg;-;Loit,Steinfeld;-;30. Mrz;0.0;-;-;[54.6054674, 9.7235396];[0, 0]
PR1_SLF_083;Schleswig-Flensburg;-;Jörl,Sollwitt,Süderhackstedt;-;127.8;0.0;-;-;[54.6010528, 9.2894156];[0, 0]
PR1_SLF_084;Schleswig-Flensburg;-;Sollerup;-;17. Feb;0.0;-;-;[54.5726748, 9.3203812];[0, 0]
PR1_SLF_085;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Langstedt;Bollingstedt,Langstedt;29.0;29.0;WKA in Betrieb;WKA in Betrieb;[54.6042003, 9.4022235];[54.6042003, 9.4022235]
PR1_SLF_086;Schleswig-Flensburg;-;Bollingstedt;-;36.2;0.0;-;-;[54.5921291, 9.419058];[0, 0]
PR1_SLF_087;Schleswig-Flensburg;Schleswig-Flensburg;Loit,Taarstedt;Loit,Taarstedt;42.1;21. Mai;-;-;[54.5892308, 9.6934569];[54.5892308, 9.6934569]
PR1_SLF_088;Schleswig-Flensburg;-;Ulsnis;-;16. Apr;0.0;-;-;[54.5695241, 9.7471121];[0, 0]
PR1_SLF_089;Schleswig-Flensburg;-;Bollingstedt;-;21. Aug;0.0;-;-;[54.5921291, 9.419058];[0, 0]
PR1_SLF_090;Schleswig-Flensburg;-;Bollingstedt,Langstedt;-;15. Aug;0.0;-;-;[54.6042003, 9.4022235];[0, 0]
PR1_SLF_091;Schleswig-Flensburg;-;Bollingstedt;-;26. Mai;0.0;-;-;[54.5921291, 9.419058];[0, 0]
PR1_SLF_092;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt,Silberstedt;Silberstedt;22. Mrz;20.0;-;-;[54.5544967, 9.3950809];[54.5168642, 9.3711038]
PR1_SLF_093;Schleswig-Flensburg;Schleswig-Flensburg;Silberstedt;Silberstedt;23. Jan;23. Jan;-;-;[54.5168642, 9.3711038];[54.5168642, 9.3711038]
PR1_SLF_095;Schleswig-Flensburg;-;Schaalby,Taarstedt,Tolk,Twedt;-;59.8;0.0;-;-;[54.5730441, 9.6582992];[0, 0]
PR1_SLF_096;Schleswig-Flensburg;-;Bollingstedt,Idstedt,Lürschau;-;49.4;0.0;-;-;[54.5723781, 9.4755016];[0, 0]
PR1_SLF_097;Schleswig-Flensburg;-;Bollingstedt,Lürschau;-;42.6;0.0;-;-;[54.5653756, 9.4576493];[0, 0]
PR1_SLF_099;Schleswig-Flensburg;-;Nübel,Schaalby;-;47.0;0.0;-;-;[54.5559858, 9.6073247];[0, 0]
PR1_SLF_100;Schleswig-Flensburg;-;Brodersby,Goltoft,Taarstedt,Ulsnis;-;56.2;0.0;-;-;[54.5550818, 9.7150284];[0, 0]
PR1_SLF_101;Schleswig-Flensburg;-;Jübek,Lürschau;-;21. Jan;0.0;-;-;[54.547789, 9.4487872];[0, 0]
PR1_SLF_102;Schleswig-Flensburg;Schleswig-Flensburg;Jübek,Silberstedt;Jübek,Silberstedt;299.2;130.4;WKA in Betrieb;WKA in Betrieb;[54.5369101, 9.3862188];[54.5369101, 9.3862188]
PR1_SLF_103;Schleswig-Flensburg;Schleswig-Flensburg;Jübek,Schuby;Jübek,Schuby;55.8;55.8;WKA in Betrieb;WKA in Betrieb;[54.5363878, 9.4406726];[54.5363878, 9.4406726]
PR1_SLF_105;Schleswig-Flensburg;Schleswig-Flensburg;Jübek,Lürschau,Schuby;Jübek,Lürschau,Schuby;57.2;57.2;WKA in Betrieb;WKA in Betrieb;[54.5371326, 9.4591952];[54.5371326, 9.4591952]
PR1_SLF_106;Schleswig-Flensburg;Schleswig-Flensburg;Schuby,Silberstedt;Schuby,Silberstedt;140.9;137.0;WKA in Betrieb;WKA in Betrieb;[54.5163419, 9.4255576];[54.5163419, 9.4255576]
PR1_SLF_108;Schleswig-Flensburg;-;Schuby;-;19.0;0.0;-;-;[54.5158197, 9.4800114];[0, 0]
PR1_SLF_109;Schleswig-Flensburg;Schleswig-Flensburg;Ellingstedt,Schuby,Silberstedt;Ellingstedt,Schuby,Silberstedt;207.6;184.3;WKA in Betrieb;WKA in Betrieb;[54.5024466, 9.4202102];[54.5024466, 9.4202102]
PR1_SLF_110;Schleswig-Flensburg;Schleswig-Flensburg;Börm,Klein Bennebek;Börm,Klein Bennebek;269.9;82.5;-;-;[54.4009137, 9.4200374];[54.4009137, 9.4200374]
PR1_SLF_112;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek,Börm,Klein Bennebek;Börm,Klein Bennebek;263.5;48.5;-;-;[54.3933491, 9.4242294];[54.4009137, 9.4200374]
PR1_SLF_114;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek,Klein Bennebek,Kropp;Alt Bennebek,Klein Bennebek;436.0;210.3;-;-;[54.3972027, 9.4662322];[54.3900236, 9.4446791]
PR1_SLF_115;Schleswig-Flensburg;Schleswig-Flensburg;Kropp,Tetenhusen;Kropp,Tetenhusen;102.7;78.1;-;-;[54.3805683, 9.5051677];[54.3805683, 9.5051677]
PR1_SLF_116;Schleswig-Flensburg;-;Alt Bennebek,Kropp,Tetenhusen;-;338.0;0.0;-;-;[54.3797855, 9.480983];[0, 0]
PR1_SLF_117;Schleswig-Flensburg;-;Süderstapel;-;20. Aug;0.0;-;-;[54.3414083, 9.1991096];[0, 0]
PR1_SLF_118;Schleswig-Flensburg;-;Delve,Süderstapel;-;29. Aug;0.0;-;-;[54.3414083, 9.1991096];[0, 0]
PR1_SLF_120;Schleswig-Flensburg;-;Erfde;-;18. Mrz;0.0;-;-;[54.3090268, 9.3174331];[0, 0]
PR1_SLF_121;Schleswig-Flensburg;-;Erfde,Tielen;-;151.5;0.0;-;-;[54.2972743, 9.3261614];[0, 0]
PR1_SLF_122;Schleswig-Flensburg;-;Erfde,Tielen;-;58.8;0.0;-;-;[54.2972743, 9.3261614];[0, 0]
PR1_SLF_123;Schleswig-Flensburg;-;Erfde;-;36.3;0.0;-;-;[54.3090268, 9.3174331];[0, 0]
PR1_SLF_301;Schleswig-Flensburg;-;Böel;-;18. Aug;0.0;-;-;[54.6489903, 9.718764];[0, 0]
PR1_SLF_311;Schleswig-Flensburg;-;Hüsby,Schuby;-;151.8;0.0;-;-;[54.5065502, 9.4826252];[0, 0]
PR1_SLF_313;Schleswig-Flensburg;-;Silberstedt;-;85.9;0.0;-;-;[54.5168642, 9.3711038];[0, 0]
PR1_SLF_317;Schleswig-Flensburg;-;Erfde,Süderstapel;-;434.1;0.0;-;-;[54.3252175, 9.2582713];[0, 0]
PR1_SLF_401;Schleswig-Flensburg;Schleswig-Flensburg;Bramstedtlund,Holt,Weesby;Bramstedtlund,Weesby;504.1;52.4;WKA in Betrieb;-;[54.8209197, 9.149585];[54.8308228, 9.1519667]
PR1_SLF_403;Schleswig-Flensburg;-;Silberstedt;-;24.0;0.0;-;-;[54.5168642, 9.3711038];[0, 0]
PR1_SLF_404;Schleswig-Flensburg;-;Großsolt,Havetoft;-;71.0;0.0;-;-;[54.6752153, 9.5162642];[0, 0]
PR1_SLF_405;Schleswig-Flensburg;-;Havetoft,Mittelangeln;-;28. Jun;0.0;-;-;[54.6631309, 9.5575834];[0, 0]
PR1_SLF_406;Schleswig-Flensburg;-;Sörup;-;17. Jul;0.0;-;-;[54.7169361, 9.6673591];[0, 0]
PR1_SLF_407;Schleswig-Flensburg;-;Steinberg,Steinbergkirche;-;20. Apr;0.0;-;-;[54.7565223, 9.7716068];[0, 0]
PR1_SLF_408;Schleswig-Flensburg;-;Saustrup;-;17.0;0.0;-;-;[54.6722909, 9.7699703];[0, 0]
PR1_SLF_409;Schleswig-Flensburg;-;Osterby;-;24. Sep;0.0;-;-;[54.798971, 9.2151222];[0, 0]
PR1_SLF_410;Schleswig-Flensburg;-;Niesgrau,Steinberg,Sterup;-;23.0;0.0;-;-;[54.7431775, 9.7788535];[0, 0]
PR1_SLF_411;Schleswig-Flensburg;-;Grundhof,Sörup;-;22. Mai;0.0;-;-;[54.7451561, 9.6606131];[0, 0]
PR1_SLF_501;Schleswig-Flensburg;Schleswig-Flensburg;Schnarup-Thumby;Schnarup-Thumby;50.1;21. Feb;-;-;[54.65, 9.65];[54.65, 9.65]
PR3_STE_001;Steinburg;-;Gokels,Seefeld,Warringholz;-;53.9;0.0;-;-;[54.0737539, 9.4713091];[0, 0]
PR3_STE_002;Steinburg;-;Puls,Reher;-;101.7;0.0;-;-;[54.0744797, 9.5481698];[0, 0]
PR3_STE_003;Steinburg;-;Osterstedt,Reher,Wapelfeld;-;88.6;0.0;-;-;[54.0676783, 9.5747022];[0, 0]
PR3_STE_004;Steinburg;-;Puls;-;21. Jul;0.0;-;-;[54.081281, 9.5216373];[0, 0]
PR3_STE_005;Steinburg;Steinburg;Christinenthal,Oldenborstel,Puls;Christinenthal,Oldenborstel,Puls;106.0;78.0;WKA in Betrieb;WKA in Betrieb;[54.0656825, 9.5224694];[54.0656825, 9.5224694]
PR3_STE_006;Steinburg;-;Aasbüttel,Oldenborstel,Puls,Schenefeld,Warringholz;-;169.1;0.0;-;-;[54.0662066, 9.4861473];[0, 0]
PR3_STE_008;Steinburg;Steinburg;Besdorf,Bokhorst;Besdorf,Bokhorst;51.6;51.6;WKA in Betrieb;WKA in Betrieb;[54.0542947, 9.383257];[54.0542947, 9.383257]
PR3_STE_009;Steinburg;-;Meezen,Poyenberg;-;38.7;0.0;-;-;[54.0412803, 9.6898132];[0, 0]
